short_opening_name,opening_name,winner,opening_eco,num_games,white_rating,black_rating,turns
Zukertort Opening,Zukertort Opening: Vos Gambit,white,A04,1,1703,1366,47
French Defense,French Defense: Tarrasch Variation |  Chistyakov Defense |  Modern Line,black,C07,1,1549,1466,97
Sodium Attack,Sodium Attack,white,A00,1,1500,1202,3
English Opening,English Opening: Four Knights System |  Nimzowitsch Variation,white,A28,3,1555,1530,48
Old Indian Defense,Old Indian Defense: Ukrainian Variation,black,A54,1,1522,1289,50
Alekhine Defense,Alekhine Defense,black,B03,3,1795,1972,81
Alekhine Defense,Alekhine Defense: Modern Variation |  Main Line,white,B05,3,1872,1568,39
Ruy Lopez,Ruy Lopez,white,C70,4,1720,1738,56
Ruy Lopez,Ruy Lopez: Morphy Defense |  Classical Defense Deferred,draw,C70,3,1888,1885,125
Ruy Lopez,Ruy Lopez: Morphy Defense |  Classical Defense Deferred,black,C70,3,1794,1958,41
King's Gambit Accepted |  Hanstein Gambit,King's Gambit Accepted |  Hanstein Gambit,white,C38,2,1557,1614,73
Sicilian Defense,Sicilian Defense: Brick Variation,black,B20,3,1410,1824,109
King's Gambit Declined |  Keene Defense,King's Gambit Declined |  Keene Defense,draw,C30,1,1373,1530,14
Borg Defense,Borg Defense: Borg Gambit,black,A40,1,850,1371,2
Queen's Gambit Declined,Queen's Gambit Declined: Vienna Variation,black,D30,1,1384,1447,94
Nimzo-Larsen Attack,Nimzo-Larsen Attack: Dutch Variation,black,A01,1,1489,1453,56
Nimzo-Larsen Attack,Nimzo-Larsen Attack: Symmetrical Variation,white,A01,2,1293,1522,80
King's Gambit Accepted |  Rosentreter Gambit,King's Gambit Accepted |  Rosentreter Gambit,white,C37,1,1447,1413,95
Petrov's Defense,Petrov's Defense,draw,C42,3,1201,1191,84
Italian Game,Italian Game: Two Knights Defense |  Polerio Defense |  Bogoljubov Variation,black,C58,3,1657,1823,48
Zukertort Opening,Zukertort Opening: The Walrus,white,A04,1,1967,1152,83
Alekhine Defense,Alekhine Defense: Two Pawn Attack |  Lasker Variation,white,B02,1,1436,1478,39
Barnes Opening,Barnes Opening: Walkerling,draw,A00,1,1787,1427,118
Philidor Defense,Philidor Defense: Nimzowitsch Variation |  Klein Variation,white,C41,1,1531,1454,10
Modern Defense,Modern Defense: Mongredien Defense #2,white,B06,1,1500,1219,43
French Defense,French Defense: Franco-Hiva Gambit I,black,C01,1,1235,1157,52
Dutch Defense,Dutch Defense: Staunton Gambit,white,A83,1,1500,1575,48
Queen's Gambit Declined,Queen's Gambit Declined: Tartakower Defense,black,D58,1,1497,1493,68
Queen's Indian Defense,Queen's Indian Defense: Spassky System,white,E14,2,1714,1712,43
Alekhine Defense,Alekhine Defense: Krejcik Variation,white,B02,1,1373,1271,41
King's Gambit Accepted |  Dodo Variation,King's Gambit Accepted |  Dodo Variation,black,C30,1,1312,1814,68
Alekhine Defense,Alekhine Defense: Four Pawns Attack,white,B03,1,2117,1458,51
Ruy Lopez,Ruy Lopez: Morphy Defense |  Modern Steinitz Defense #2,black,C71,2,1599,1630,56
Sicilian Defense,Sicilian Defense: Smith-Morra Gambit Accepted |  Scheveningen Formation,white,B21,2,1697,1546,40
Polish Opening,Polish Opening: Bugayev Attack,black,A00,2,1331,1548,57
English Opening,English Opening: Mikenas-Carls Variation #2,black,A18,2,1748,1742,54
Kadas Opening,Kadas Opening,draw,A00,2,1386,1303,88
King's Gambit Declined |  Classical Variation,King's Gambit Declined |  Classical Variation,white,C30,2,1720,1560,132
Philidor Defense,Philidor Defense: Paulsen Attack,black,C41,1,1547,1356,37
Nimzowitsch Defense,Nimzowitsch Defense: French Connection,white,B00,1,1549,1109,48
Philidor Defense,Philidor Defense: Hanham Variation,draw,C41,1,1502,1718,177
English Opening,English Opening: Agincourt Defense |  Catalan Defense |  Semi-Slav Defense,white,A13,1,1500,1814,81
King's Pawn Game,King's Pawn Game: Pachman Wing Gambit,white,C44,2,1440,1349,38
Mexican Defense,Mexican Defense,white,A50,2,1884,1244,18
Center Game Accepted,Center Game Accepted,black,C21,1,1500,1637,48
Caro-Kann Defense,Caro-Kann Defense,draw,B12,1,1437,1634,118
Center Game,Center Game: von der Lasa Gambit,black,C21,1,1607,1500,43
Nimzowitsch Defense,Nimzowitsch Defense: Scandinavian Variation |  Bogoljubov Variation |  Vehre Variation,black,B00,1,1678,1416,44
French Defense,French Defense: Bird Invitation,white,C00,2,1603,1478,53
Alekhine Defense,Alekhine Defense: Four Pawns Attack |  6...Nc6,white,B03,1,1879,1826,43
King's Gambit Accepted |  Muzio Gambit |  Sarratt Defense,King's Gambit Accepted |  Muzio Gambit |  Sarratt Defense,white,C37,1,1856,1895,45
King's Gambit Declined,King's Gambit Declined: Classical |  Soldatenkov Variation,white,C30,1,1833,1752,73
King's Gambit Accepted,King's Gambit Accepted: Modern Defense #2,white,C36,3,1710,1598,55
Russian Game,Russian Game: Classical Attack |  Closed Variation,draw,C42,1,1772,1537,99
Sicilian Defense,Sicilian Defense: French Variation,draw,B40,4,1740,1752,86
Caro-Kann Defense,Caro-Kann Defense: Advance Variation |  Bayonet Attack,black,B12,5,1600,1605,80
French Defense,French Defense: Classical Variation |  Normal Variation,white,C13,2,1332,1081,37
Ruy Lopez,Ruy Lopez: Schliemann Defense |  Tartakower Variation,draw,C63,1,2208,2526,56
King's Indian Defense,King's Indian Defense: Saemisch Variation,white,E80,2,2025,1815,123
Caro-Kann Defense,Caro-Kann Defense: Exchange Variation |  Rubinstein Variation,draw,B13,1,2189,2123,22
Ruy Lopez,Ruy Lopez: Closed |  8.c3,black,C88,1,2188,2168,168
Bogo-Indian Defense,Bogo-Indian Defense: Gruenfeld Variation,black,E11,2,1935,2124,74
Queen's Gambit Declined,Queen's Gambit Declined: Vienna Variation,white,D44,2,1942,1466,119
Queen's Indian Defense,Queen's Indian Defense: Fianchetto Variation,black,E15,2,1957,1820,70
Neo-Gruenfeld Defense,Neo-Gruenfeld Defense: Classical Variation |  Modern Defense,white,D78,2,1961,1805,87
Indian Game,Indian Game: Przepiorka Variation,black,A49,4,1978,2228,68
Blumenfeld Countergambit Accepted,Blumenfeld Countergambit Accepted,white,E10,3,2002,2191,41
Sicilian Defense,Sicilian Defense: Smith-Morra Gambit Accepted |  Kan Formation,white,B21,2,2287,1956,113
English Opening,English Opening: Agincourt Defense |  Catalan Defense,black,A13,1,1898,2055,28
Scandinavian Defense,Scandinavian Defense: Portuguese Variation,white,B01,2,2028,1796,30
Reti Opening,Reti Opening: Anglo-Slav Variation |  Bogoljubov Variation |  III,black,A12,2,1896,1900,46
Queen's Gambit Declined,Queen's Gambit Declined: Orthodox Defense |  Botvinnik Variation,white,D60,1,1844,2056,69
King's Indian Defense,King's Indian Defense: Saemisch Variation |  Normal Defense,white,E81,4,1965,1808,60
Ruy Lopez,Ruy Lopez: Rotary-Albany Gambit,white,C60,3,1278,1530,47
Pirc Defense,Pirc Defense: Austrian Attack |  Weiss Variation,black,B09,2,1248,1880,53
Sicilian Defense,Sicilian Defense: Brick Variation,white,B20,2,1226,1416,24
King's Gambit |  Falkbeer Countergambit |  Modern Transfer,King's Gambit |  Falkbeer Countergambit |  Modern Transfer,draw,C32,1,1500,2305,66
Old Benoni Defense,Old Benoni Defense,black,A44,1,1905,2026,42
Queen's Gambit Declined,Queen's Gambit Declined: Tarrasch Defense: 4.cxd5 exd5,white,D32,2,1690,1697,65
Queen's Gambit Refused,Queen's Gambit Refused: Chigorin Defense,black,D07,3,1691,1871,72
Indian Game,Indian Game: Normal Variation,black,A50,2,1661,1515,82
Ruy Lopez,Ruy Lopez: Morphy Defense |  Cozio Defense,white,C70,1,1647,1695,137
Polish Opening,Polish Opening: Bugayev Attack,white,A00,2,1564,1611,93
Italian Game,Italian Game: Jerome Gambit,white,C51,1,1709,1725,59
Queen's Gambit Declined,Queen's Gambit Declined: Queen's Knight Variation,draw,D31,3,1848,1838,95
Sicilian Defense,Sicilian Defense: Keres Variation,white,B20,2,2212,2231,63
Queen's Gambit Declined,Queen's Gambit Declined: Hastings Variation,white,D30,2,2194,2240,349
Semi-Slav Defense,Semi-Slav Defense: Marshall Gambit,white,D31,4,1959,1944,99
French Defense,French Defense: Tarrasch Variation |  Open System |  Euwe-Keres Line,black,C07,1,1658,1573,100
Italian Game,Italian Game: Two Knights Defense |  Lolli Attack,white,C57,3,1993,1593,47
King's Indian Defense,King's Indian Defense: Orthodox Variation |  Aronin-Taimanov Defense,draw,E97,1,2273,2134,27
Nimzo-Larsen Attack,Nimzo-Larsen Attack: Classical Variation,draw,A01,2,1540,1512,116
Bogo-Indian Defense,Bogo-Indian Defense: Nimzowitsch Variation,white,E11,2,2338,1712,114
Nimzo-Larsen Attack,Nimzo-Larsen Attack: Indian Variation,draw,A01,1,1685,1562,80
Bishop's Opening,Bishop's Opening: Urusov Gambit,draw,C24,1,1949,1562,119
Italian Game,Italian Game: Two Knights Defense |  Traxler Counterattack |  Bishop Sacrifice Line,white,C57,4,1688,1669,84
Four Knights Game,Four Knights Game: Scotch Variation |  Belgrade Gambit,white,C47,1,2210,1562,23
Ruy Lopez,Ruy Lopez: Exchange Variation |  Alekhine Variation,black,C68,1,1539,1562,22
Zukertort Opening,Zukertort Opening: Nimzo-Larsen Variation,black,A04,3,1548,1990,65
Queen's Gambit Declined,Queen's Gambit Declined: Charousek (Petrosian) Variation,black,D31,1,1468,1489,38
Bishop's Opening,Bishop's Opening: Berlin Defense,draw,C24,3,1569,1669,132
Clemenz Opening,Clemenz Opening,white,A00,4,1646,1644,48
Queen's Gambit Declined,Queen's Gambit Declined: Lasker Defense,draw,D56,2,2044,2156,68
Semi-Slav Defense,Semi-Slav Defense: Stoltz Variation,black,D45,3,1906,2014,79
Sicilian Defense,Sicilian Defense: Grand Prix Attack,white,B23,6,1820,1692,64
Caro-Kann Defense,Caro-Kann Defense: Two Knights Attack |  Mindeno Variation |  Exchange Line,black,B11,2,1982,1920,86
Slav Defense,Slav Defense: Bonet Gambit,white,D11,2,1941,1740,57
Scandinavian Defense,Scandinavian Defense: Kiel Variation,white,B01,1,1614,1911,45
Indian Game,Indian Game: Tartakower Attack,draw,A45,1,1649,1624,92
Ruy Lopez,Ruy Lopez: Closed Variations,draw,C92,1,1938,1736,108
Sicilian Defense,Sicilian Defense: Katalimov Variation,white,B27,2,1712,1574,44
Danish Gambit Declined |  Sorensen Defense,Danish Gambit Declined |  Sorensen Defense,black,C21,3,1944,1900,58
King's Indian Defense,King's Indian Defense: Orthodox Variation |  Classical System,white,E98,2,2128,1982,79
Sicilian Defense,Sicilian Defense: Najdorf Variation |  Opocensky Variation |  Modern Line,white,B92,2,2144,2043,94
Sicilian Defense,Sicilian Defense: Smith-Morra Gambit Accepted |  Fianchetto Defense,white,B21,1,1966,2083,31
King's Indian Defense,King's Indian Defense: Smyslov Variation,draw,E61,1,1948,2087,63
Nimzowitsch Defense,Nimzowitsch Defense: Lean Variation |  Colorado Counter Accepted,draw,B00,1,2108,2028,64
Sicilian Defense,Sicilian Defense: Scheveningen Variation |  Classical Variation #2,white,B84,1,2116,2229,53
Nimzo-Indian Defense,Nimzo-Indian Defense: Saemisch Variation |  Accelerated,white,E24,4,1750,1858,45
Philidor Defense,Philidor Defense: Steinitz Variation,white,C41,3,1725,1578,68
Russian Game,Russian Game: Modern Attack |  Murrey Variation,black,C43,1,2621,1613,72
Sicilian Defense,Sicilian Defense: Dragon |  6.Be3,draw,B72,1,1500,1610,24
Sicilian Defense,Sicilian Defense: Dragon Variation |  Yugoslav Attack |  Old Line,white,B78,2,2440,1906,57
Alekhine Defense #2,Alekhine Defense #2,white,B03,1,1401,1354,39
Caro-Kann Defense,Caro-Kann Defense: Classical Variation |  Main Line,draw,B18,1,1917,1828,126
Caro-Kann Defense,Caro-Kann Defense: Advance Variation |  Tal Variation,white,B12,2,2048,1862,82
Caro-Kann Defense,Caro-Kann Defense: Advance Variation |  Short Variation,draw,B12,2,1833,1866,82
Benko Gambit Accepted |  Modern Variation,Benko Gambit Accepted |  Modern Variation,white,A57,1,2095,1831,67
English Opening,English Opening: Symmetrical Variation |  Four Knights Variation,draw,A35,1,1357,1500,73
Queen's Indian Defense,Queen's Indian Defense: Fianchetto Variation |  Saemisch Variation,white,E15,1,2465,2041,81
French Defense,French Defense: Alapin Gambit,white,C00,1,1990,2119,139
King's Indian Defense,King's Indian Defense: Orthodox Variation |  Aronin-Taimanov Defense,black,E97,1,2111,2299,90
Queen's Gambit Declined,Queen's Gambit Declined: Janowski Variation,white,D31,1,2082,1796,62
Nimzo-Indian Defense,Nimzo-Indian Defense: Classical Variation |  Keres Defense,draw,E32,1,1500,1500,103
Russian Game,Russian Game: Moody Gambit,white,C42,1,1874,2103,55
King's Indian Defense,King's Indian Defense: Normal Variation,draw,E70,1,2150,2406,57
Sicilian Defense,Sicilian Defense: Classical Variation,draw,B56,2,1785,2084,112
Benoni Defense,Benoni Defense: Classical Variation,white,A70,2,2141,2036,55
Italian Game,Italian Game: Two Knights Defense |  Polerio Defense |  Suhle Defense,black,C59,2,2240,2278,49
Scandinavian Defense,Scandinavian Defense: Classical Variation,black,B01,1,2046,1929,27
Scotch Game,Scotch Game: Classical Variation |  Intermezzo Variation,white,C45,6,1608,1602,32
Sicilian Defense,Sicilian Defense: Dragon Variation |  Fianchetto Variation,black,B70,1,2109,1966,48
French Defense,French Defense: Tarrasch Variation |  Closed Variation |  Main Line,white,C06,5,2142,1954,51
Latvian Gambit Accepted |  Bilguer Variation,Latvian Gambit Accepted |  Bilguer Variation,black,C40,2,2148,2070,88
Queen's Gambit Declined,Queen's Gambit Declined: Modern |  Knight Defense,black,D51,1,1687,2119,66
Ware Opening,Ware Opening,draw,A00,1,1542,1535,7
Caro-Kann Defense,Caro-Kann Defense: Advance Variation |  Tal Variation,black,B12,4,2030,2206,73
Queen's Pawn Opening,Queen's Pawn Opening: Veresov |  Richter Attack,black,D00,5,1317,1508,60
Italian Game,Italian Game: Classical Variation |  Greco Gambit |  Moeller-Therkatz Attack,black,C54,2,1820,1706,71
Alekhine Defense,Alekhine Defense: Scandinavian Variation |  Geschev Gambit,white,B02,3,1668,1693,77
Queen's Gambit Accepted,Queen's Gambit Accepted: Central Variation |  McDonnell Defense |  Somov Gambit,black,D20,1,1166,1422,24
Canard Opening,Canard Opening,white,A45,2,1670,1550,66
Richter-Veresov Attack,Richter-Veresov Attack,draw,D01,1,1366,1644,122
Sicilian Defense,Sicilian Defense: Marshall Counterattack,white,B40,2,1672,1722,46
Center Game Accepted,Center Game Accepted,white,C21,1,1462,1631,93
Italian Game,Italian Game: Classical Variation |  La Bourdonnais Variation,black,C53,1,1178,1636,92
Hungarian Opening,Hungarian Opening: Catalan Formation,draw,A00,2,1841,1618,81
Sicilian Defense,Sicilian Defense: Dragon Variation |  Yugoslav Attack |  Belezky Line,black,B76,1,1716,1972,104
Polish Opening,Polish Opening: Birmingham Gambit,black,A00,1,1912,1936,60
English Opening,English Opening: Symmetrical Variation |  Symmetrical Variation,white,A36,2,1886,1864,102
Bird Opening,Bird Opening,draw,A02,2,1791,1728,66
Sicilian Defense,Sicilian Defense: Smith-Morra Gambit Declined |  Scandinavian Formation,black,B21,1,1286,1893,41
Sicilian Defense,Sicilian Defense: Accelerated Dragon |  Maroczy Bind |  Breyer Variation,black,B39,2,1864,1931,21
Old Benoni Defense,Old Benoni Defense,draw,A43,1,1736,1893,139
Sicilian Defense,Sicilian Defense: Scheveningen Variation |  Matanovic Attack,black,B82,1,1507,2084,88
Sicilian Defense,Sicilian Defense: Smith-Morra Gambit Accepted |  Pin Defense,white,B21,1,2069,2030,21
English Opening,English Opening: Mikenas-Carls Variation,white,A18,1,2077,1899,57
Scotch Game,Scotch Game: Classical Variation,draw,C45,1,2524,1500,39
Sicilian Defense,Sicilian Defense: Prins Variation,black,B54,1,1354,1406,25
Zukertort Opening,Zukertort Opening: Quiet System,black,A04,1,1436,1495,50
Polish Defense,Polish Defense,black,A40,2,1648,1632,28
Queen's Indian Defense,Queen's Indian Defense: Classical Variation |  Traditional Variation |  Nimzowitsch Line,white,E18,1,2452,1802,91
Gruenfeld Defense,Gruenfeld Defense: Botvinnik Variation,white,D95,1,2485,1802,67
English Opening,English Opening: Anglo-Indian Defense |  Queen's Knight Variation,draw,A16,1,2426,1802,64
Queen's Gambit Declined,Queen's Gambit Declined: Tartakower Variation |  Exchange Variation,white,D57,2,2621,1802,63
Caro-Kann Defense,Caro-Kann Defense: Classical Variation,draw,B18,2,1872,2040,96
Caro-Kann Defense,Caro-Kann Defense: Tartakower Variation,draw,B15,1,2400,1802,88
Philidor Defense,Philidor Defense: Nimzowitsch Variation,draw,C41,1,1802,1500,69
Sicilian Defense,Sicilian Defense: Dragon Variation |  Yugoslav Attack |  Old Line,black,B78,1,1802,2473,37
English Opening,English Opening: King's English Variation |  Four Knights Variation |  Korchnoi Line,white,A28,1,2169,2147,73
Sicilian Defense,Sicilian Defense: Najdorf Variation |  English Attack |  Anti-English,draw,B90,1,2132,2191,119
Sicilian Defense,Sicilian Defense: Smith-Morra Gambit Accepted |  Paulsen Formation,white,B21,1,2118,2151,27
French Defense,French Defense: Steinitz Variation |  Boleslavsky Variation,black,C11,2,1992,2212,116
Italian Game,Italian Game: Two Knights Defense |  Ulvestad Variation,black,C57,1,2130,2103,30
Pirc Defense,Pirc Defense: Austrian Attack |  Dragon Formation,draw,B09,1,2107,2043,32
Blackmar-Diemer Gambit Declined |  Brombacher Countergambit,Blackmar-Diemer Gambit Declined |  Brombacher Countergambit,black,D00,1,1935,2094,48
Ruy Lopez,Ruy Lopez: Morphy Defense |  Jaffe Gambit,black,C74,1,1694,2041,53
Ruy Lopez,Ruy Lopez: Morphy Defense |  Mackenzie Variation,black,C77,2,1860,1794,46
Queen's Indian Defense,Queen's Indian Defense: Fianchetto Variation,white,E15,1,1868,1949,88
Queen's Gambit Accepted,Queen's Gambit Accepted: Alekhine Defense |  Haberditz Variation,black,D22,1,1661,2030,13
Dutch Defense,Dutch Defense: Fianchetto Attack,black,A81,2,1736,1877,40
French Defense,French Defense: Tarrasch Variation |  Pawn Center Variation,black,C05,1,1912,1920,98
French Defense,French Defense: Exchange Variation |  Svenonius Variation,white,C01,3,1626,1591,34
Dutch Defense,Dutch Defense: Classical Variation,white,A84,1,1917,1961,87
French Defense,French Defense: Classical Variation |  Swiss Variation,white,C11,2,2010,1967,44
French Defense,French Defense: Advance Variation |  Wade Variation,white,C02,2,1778,1896,73
Sicilian Defense,Sicilian Defense: Grand Prix Attack,draw,B23,3,2209,2186,99
Caro-Kann Defense,Caro-Kann Defense: Classical Variation |  Flohr Variation,white,B18,1,2171,1668,49
Caro-Kann Defense,Caro-Kann Defense: Classical Variation |  Flohr Variation,draw,B18,1,2114,2162,94
Polish Opening,Polish Opening: Tartakower Gambit,black,A00,1,1697,1776,82
Italian Game,Italian Game: Two Knights Defense |  Traxler Counterattack |  Bishop Sacrifice Line,black,C57,1,2621,1715,30
Sicilian Defense,Sicilian Defense: Paulsen Variation,white,B46,3,1853,1964,42
Alekhine Defense,Alekhine Defense: Saemisch Attack,white,B02,2,1488,1527,81
King's Indian Defense,King's Indian Defense: Orthodox Variation |  Positional Defense,black,E94,1,1924,1850,88
Englund Gambit Complex Declined,Englund Gambit Complex Declined,black,A40,2,1639,1836,49
King's Indian Defense,King's Indian Defense: Fianchetto Variation |  Debrecen Defense,white,E67,1,1987,1828,87
Queen's Indian Defense,Queen's Indian Defense,white,A47,1,1675,1654,37
King's Gambit Declined,King's Gambit Declined: Falkbeer |  Milner-Barry Variation,black,C31,1,1416,2361,42
Sicilian Defense,Sicilian Defense: Modern Variations,white,B56,5,1696,1544,59
Queen's Gambit Declined,Queen's Gambit Declined: Westphalian Variation,black,D51,2,2619,1927,64
Russian Game,Russian Game: Modern Attack,white,C43,1,1500,1500,51
Indian Game,Indian Game: Colle System |  King's Indian Variation,black,A48,1,1500,1621,84
Caro-Kann Defense,Caro-Kann Defense: De Bruycker Defense,white,A40,1,1621,1093,103
Old Benoni Defense,Old Benoni Defense,white,A44,3,1636,1495,55
French Defense,French Defense: Classical Variation,black,C14,2,1680,1803,54
Ruy Lopez,Ruy Lopez: Closed |  Anti-Marshall 8.a4,black,C88,1,1621,1903,81
Pirc Defense,Pirc Defense: Austrian Attack,black,B09,2,1493,1886,25
Sicilian Defense,Sicilian Defense: Paulsen Variation |  Bastrikov Variation,draw,B48,2,1973,2040,48
Sicilian Defense,Sicilian Defense: Dragon Variation |  Classical Variation,black,B73,1,1969,1969,116
French Defense,French Defense: Tarrasch Variation |  Open System |  Suechting Line,white,C07,3,1914,1681,32
French Defense,French Defense: Tarrasch Variation,draw,C03,3,1613,1676,75
King's Indian Defense,King's Indian Defense: Makogonov Variation,black,E71,2,2024,1760,115
Ruy Lopez,Ruy Lopez: Berlin Defense |  Closed Wolf Variation,white,C66,2,1928,1556,50
Czech Defense,Czech Defense,black,B07,1,2001,1395,78
Sicilian Defense,Sicilian Defense: Dragon Variation |  Modern Bc4 Variation,black,B35,2,1847,2000,78
Philidor Defense,Philidor Defense: Hanham Variation |  Krause Variation,white,C41,1,1935,1968,89
Scotch Gambit,Scotch Gambit,black,C44,3,1684,1818,52
Sicilian Defense,Sicilian Defense: Kan Variation |  Maroczy Bind |  Hedgehog Variation,white,B41,1,1947,1937,49
French Defense,French Defense: Winawer Variation,black,C15,3,1661,1724,62
Scotch Game,Scotch Game: Scotch Gambit |  Advance Variation,white,C45,4,1988,1948,63
Semi-Slav Defense,Semi-Slav Defense: Main Line,black,D46,1,1408,1371,44
Sicilian Defense,Sicilian Defense: Dragon Variation |  Yugoslav Attack,white,B77,1,2065,2043,45
King's Indian Defense,King's Indian Defense: Saemisch Variation |  Closed Variation,black,E87,2,1934,1913,64
Sicilian Defense,Sicilian Defense: Magnus Smith Trap,white,B57,2,1970,1889,85
Sicilian Defense,Sicilian Defense: Dragon Variation |  Yugoslav Attack,white,B78,1,1895,1895,51
King's Indian Defense,King's Indian Defense: Normal Variation,black,E70,2,2047,1896,108
Nimzo-Indian Defense,Nimzo-Indian Defense: Normal Variation |  Schlechter Defense,white,E52,1,1620,1682,37
Queen's Indian Defense,Queen's Indian Defense: Fianchetto Variation |  Saemisch Variation,black,E15,1,1999,1988,85
Queen's Indian Defense,Queen's Indian Defense: Capablanca Variation,white,E16,1,2000,1986,63
Slav Defense,Slav Defense: Czech Variation |  Classical System,white,D18,1,1983,1904,65
English Opening,English Opening: Anglo-Indian Defense |  King's Knight Variation,draw,A15,1,2011,1989,110
Queen's Gambit Declined,Queen's Gambit Declined,black,D52,1,2000,2000,51
English Opening,English Opening: King's English Variation |  Four Knights Variation #2,white,A28,3,1908,1890,66
Ruy Lopez,Ruy Lopez: Berlin Defense,black,C65,2,1952,1999,124
Nimzo-Indian Defense,Nimzo-Indian Defense: Reshevsky Variation,black,E46,1,2020,1932,86
Ruy Lopez,Ruy Lopez: Closed Variations |  Bogoljubov Variation,black,C91,2,1986,2090,97
French Defense,French Defense: Winawer Variation |  Advance Variation |  Moscow Variation,black,C17,1,1908,1825,74
Benko Gambit Accepted |  Fully Accepted Variation,Benko Gambit Accepted |  Fully Accepted Variation,white,A58,1,1817,1856,117
King's Indian Defense,King's Indian Defense: Four Pawns Attack,white,E76,5,1787,1897,71
Scotch Game,Scotch Game: Haxo Gambit,black,C45,1,1512,1524,86
Sicilian Defense,Sicilian Defense: Dragon Variation |  Yugoslav Attack,draw,B76,1,1485,1661,152
King's Indian Defense,King's Indian Defense: Petrosian Variation,white,E92,1,1474,1489,101
Queen's Pawn Game,Queen's Pawn Game: Veresov Attack |  Shaviliuk Gambit,white,D00,1,1221,1173,33
Sicilian Defense,Sicilian Defense: Paulsen Variation |  Bastrikov Variation |  English Attack,black,B48,1,1844,1884,56
Italian Game,Italian Game: Bird's Attack,black,C53,1,1198,1677,24
Italian Game,Italian Game: Classical Variation #2,draw,C53,1,1670,1500,7
Queen's Gambit Declined,Queen's Gambit Declined: Harrwitz Attack |  Two Knights Defense,white,D37,1,1573,1553,89
Nimzowitsch Defense,Nimzowitsch Defense: Kennedy Variation |  Keres Attack,white,B00,1,1887,1295,11
Pterodactyl Defense,Pterodactyl Defense: Western |  Rhamphorhynchus,white,B06,1,1962,1889,129
Vienna Game,Vienna Game: Vienna Gambit,draw,C28,1,1752,1500,12
Modern Defense,Modern Defense: Averbakh Variation,draw,A42,1,2068,2228,108
Philidor Defense,Philidor Defense: Lion Variation |  Lion's Claw II,draw,C41,1,2263,2096,58
Mikenas Defense,Mikenas Defense: Lithuanian Variation,white,A40,1,1985,2091,119
Philidor Defense,Philidor Defense: Lion Variation,draw,C41,1,2028,1940,40
Benko Gambit Declined |  Hjoerring Countergambit,Benko Gambit Declined |  Hjoerring Countergambit,black,A57,1,1917,1804,51
Lion Defense,Lion Defense: Anti-Philidor |  Lion's Cave,black,B07,1,1859,1728,62
Four Knights Game,Four Knights Game: Italian Variation,draw,C46,3,1437,1397,87
Ruy Lopez,Ruy Lopez: Berlin Defense #2,draw,C65,2,1791,1768,45
Ruy Lopez,Ruy Lopez: Closed |  Anti-Marshall 8.a4,white,C88,1,2140,2158,51
Philidor Defense,Philidor Defense: Alapin-Blackburne Gambit,white,C41,1,2170,1510,53
Sicilian Defense,Sicilian Defense: Kan Variation |  Polugaevsky Variation,white,B42,1,2155,2078,71
Scotch Game,Scotch Game: Goering Gambit |  Double Pawn Sacrifice,black,C44,2,1600,1573,70
Queen's Gambit Declined,Queen's Gambit Declined: Modern Variation |  Normal Line,draw,D55,1,2305,2143,108
King's Indian Attack,King's Indian Attack: French Variation,white,A08,1,2094,2416,53
King's Indian Attack,King's Indian Attack: Pachman System,white,A07,1,2060,2255,93
Zukertort Opening,Zukertort Opening: Vos Gambit,draw,A04,1,1002,1092,32
Queen's Indian Defense,Queen's Indian Defense: Fianchetto Variation |  Check Variation,black,E15,1,1704,1815,120
Pirc Defense #3,Pirc Defense #3,draw,B07,1,1509,1587,62
Sicilian Defense,Sicilian Defense: Alapin Variation |  Stoltz Attack,white,B22,3,1703,1380,54
Sicilian Defense,Sicilian Defense: Alapin Variation |  Stoltz Attack,black,B22,1,1702,1380,50
Sicilian Defense,Sicilian Defense: Lasker-Pelikan Variation |  Retreat Variation,black,B33,2,1566,1754,56
Italian Game,Italian Game: Two Knights Defense |  Perreux Variation,white,C55,1,1569,1189,21
French Defense,French Defense: Classical Variation |  Swiss Variation,black,C11,1,2169,2153,62
English Opening,English Opening: Symmetrical Variation |  Duchamp Variation,draw,A38,1,2181,2140,85
English Opening,English Opening: Symmetrical Variation |  Duchamp Variation,black,A38,1,2183,2138,102
Bird Opening,Bird Opening,white,A03,3,1955,1706,67
Scandinavian Defense,Scandinavian Defense: Kiel Variation,black,B01,1,1878,2062,50
Queen's Indian Defense,Queen's Indian Defense: Fianchetto Variation |  Nimzowitsch Variation,black,E15,1,1415,1418,46
Ruy Lopez,Ruy Lopez: Closed,white,C88,1,2234,2361,75
Caro-Kann Defense,Caro-Kann Defense: Advance Variation |  Bronstein Variation,white,B12,1,2141,1578,22
Queen's Gambit Declined,Queen's Gambit Declined: Harrwitz Attack |  Two Knights Defense,black,D37,1,1529,2130,46
English Opening,English Opening: King's English Variation |  Two Knights Variation |  Fianchetto Line,black,A24,1,2167,1978,60
Benko Gambit Accepted |  Pawn Return Variation,Benko Gambit Accepted |  Pawn Return Variation,white,A57,1,2376,2166,69
Queen's Gambit Declined,Queen's Gambit Declined: Normal Defense,draw,D35,1,2393,2438,216
Nimzo-Indian Defense,Nimzo-Indian Defense: Panov Attack |  Main Line,black,E54,1,2351,2414,44
French Defense,French Defense: Winawer Variation |  Fingerslip Variation,white,C15,3,1632,1779,75
